Index,Prod_id
619,413482
620,413484
621,413505
622,413509
623,413690
624,413791
625,413938
626,413947
627,413985
628,414036
629,414043
630,414054
631,414164
632,414170
633,414173
634,417804
635,417828
636,417834
637,417998
638,418000
639,419169
640,419171
641,419175
642,419180
643,419190
644,419194
645,419196
646,419214
647,419220
648,419227
649,419228
650,419232
651,419233
652,419239
653,419258
654,419259
655,419261
656,419262
657,419264
658,419269
659,419282
660,419285
661,419300
662,422274
663,422275
664,424740
665,440971
666,441001
667,441003
668,441010
669,441035
670,441040
671,441044
672,441048
673,441056
674,441212
675,441229
676,445475
677,451114
678,451151
679,451162
680,451191
681,451194
682,451579
683,451591
684,451646
685,451772
686,451773
687,451774
688,451805
689,451806
690,451807
691,451808
692,451809
693,451870
694,451874
695,451875
696,452092
697,452095
698,452105
699,452109
700,452110
701,452111
702,452116
703,453533
704,453534
705,453535
706,453537
707,454282
708,455879
709,456738
710,456739
711,456859
712,458032
713,105401
714,105410
715,105426
716,105500
717,105501
718,105509
719,105709
720,106015
721,106392
722,106408
723,106421
724,106423
725,106451
726,106455
727,106490
728,106998
729,106999
730,107030
731,107050
732,107066
733,107096
734,107106
735,107132
736,107139
737,107707
738,107711
739,107757
740,107779
741,107782
742,107785
743,107788
744,107789
745,107793
746,107794
747,107796
748,107797
749,107801
750,107805
751,107806
752,107808
753,107809
754,107810
755,107812
756,107813
757,107956
758,108217
759,108226
760,108252
761,108265
762,108286
763,108309
764,108351
765,108420
766,108437
767,108438
768,108439
769,108446
770,108458
771,108460
772,108505
773,108506
774,108519
775,108527
776,108532
777,108534
778,108553
779,108571
780,108623
781,109030
782,109048
783,109055
784,109100
785,109108
786,109124
787,109603
788,109637
789,109654
790,109679
791,109681
792,109684
793,109707
794,109733
795,109975
796,110713
797,110719
798,110721
799,110724
800,110730
801,110739
802,110747
803,110889
804,111061
805,111068
806,111070
807,111232
808,111893
809,112284
810,112298
811,112303
812,112308
813,112317
814,112320
815,112330
816,112342
817,112522
818,112524
819,112612
820,112806
821,126482
822,126633
823,126753
824,126770
825,126791
826,126816
827,126822
828,126850
829,126900
830,126913
831,126914
832,127251
833,127256
834,127258
835,127261
836,128675
837,128699
838,129766
839,129767
840,129789
841,129890
842,129935
843,129936
844,304403
845,304780
846,306179
847,306693
848,309315
849,309562
850,331457
851,331460
852,331749
853,335663
854,335669
855,335760
856,336021
857,337690
858,338172
859,338367
860,338370
861,338372
862,338378
863,338801
864,340106
865,340286
866,340328
867,340486
868,342748
869,342750
870,342770
871,342779
872,342793
873,343012
874,343688
875,343701
876,343702
877,364774
878,364777
879,364784
880,364786
881,364796
882,364797
883,365237
884,367391
885,371183
886,371196
887,371333
888,371342
889,371386
890,371618
891,371664
892,371821
893,371851
894,371909
895,372276
896,372880
897,372960
898,372969
899,373147
900,373246
901,376076
902,376770
903,377002
904,379670
905,382360
906,383852
907,385441
908,385442
909,387060
910,387496
911,387500
912,387501
913,387502
914,387503
915,387504
916,387505
917,387506
918,387601
919,387602
920,387603
921,387605
922,388275
923,390736
924,397025
925,397125
926,397126
927,397128
928,397130
929,397963
930,398034
931,398816
932,403199
933,403215
934,403217
935,403219
936,404169
937,404962
938,405361
939,405557
940,405568
941,405574
942,405707
943,405724
944,405936
945,406265
946,406537
947,408402
948,409272
949,409273
950,414055
951,414157
952,417985
953,417995
954,418136
955,418137
956,418489
957,418491
958,418494
959,418498
960,418622
961,418657
962,418666
963,418670
964,418674
965,418704
966,418705
967,418708
968,418711
969,418713
970,418759
971,418761
972,418779
973,418828
974,419928
975,421099
976,422770
977,422779
978,425845
979,428397
980,428446
981,435044
982,439953
983,439981
984,441460
985,445606
986,445748
987,445758
988,447109
989,447995
990,448005
991,449935
992,451780
993,451811
994,451897
995,452030
996,452071
997,452072
998,453063
999,454138
1000,454466
1001,456211
1002,456241
1003,456653
1004,456656
1005,456820
1006,458106
1007,460786
1008,461026
1009,464405
1010,464407
1011,113014
1012,113015
1013,113031
1014,113034
1015,113077
1016,113080
1017,113242
1018,113418
1019,128801
1020,377019
1021,385075
1022,387492
1023,419818
1024,113810
1025,113829
1026,113945
1027,128848
1028,128849
1029,331454
1030,331455
1031,339479
1032,404751
1033,410419
1034,452103
1035,114033
1036,129814
1037,129877
1038,130321
1039,130324
1040,130969
1041,306964
1042,335088
1043,341223
1044,341909
1045,359999
1046,371811
1047,406151
1048,441314
1049,452115
1050,304834
1051,340304
1052,343862
1053,381740
1054,387618
1055,387621
1056,387622
1057,388056
1058,396561
1059,396678
1060,397044
1061,397904
1062,406750
1063,416136
1064,416140
1065,416164
1066,418191
1067,418201
1068,418950
1069,445564
1070,445575
1071,445581
1072,445593
1073,445597
1074,445813
1075,445818
1076,445869
1077,448040
1078,450128
1079,452070
1080,464400
1081,464403
1082,116143
1083,116175
1084,116211
1085,116219
1086,116236
1087,116256
1088,120303
1089,120343
1090,120383
1091,120449
1092,120494
1093,121002
1094,121173
1095,121183
1096,122004
1097,122176
1098,122320
1099,122833
1100,122939
1101,122943
1102,123005
1103,123039
1104,123162
1105,127746
1106,127762
1107,127771
1108,129726
1109,130312
1110,130700
1111,130705
1112,130957
1113,130958
1114,131001
1115,131003
1116,131010
1117,131022
1118,131025
1119,131127
1120,337117
1121,337544
1122,337559
1123,337563
1124,337771
1125,337963
1126,337967
1127,338080
1128,338462
1129,338464
1130,338533
1131,338554
1132,338556
1133,338648
1134,338672
1135,341299
1136,341435
1137,341659
1138,341687
1139,341715
1140,342034
1141,342813
1142,342814
1143,343042
1144,343062
1145,343225
1146,344133
1147,363328
1148,363329
1149,363335
1150,363602
1151,364155
1152,364157
1153,364162
1154,364239
1155,364243
1156,364278
1157,364280
1158,364296
1159,364300
1160,364306
1161,364308
1162,364316
1163,364340
1164,364349
1165,364409
1166,364431
1167,364440
1168,369065
1169,371486
1170,371490
1171,371497
1172,371638
1173,371647
1174,371727
1175,371736
1176,376167
1177,376169
1178,376171
1179,376459
1180,376547
1181,376548
1182,376955
1183,376956
1184,376958
1185,376961
1186,389710
1187,394128
1188,394133
1189,394134
1190,394140
1191,400402
1192,400406
1193,409815
1194,410205
1195,410301
1196,427302
1197,427313
1198,427321
1199,427323
1200,427324
1201,453464
1202,124944
1203,340170
1204,363508
1205,367362
1206,372163
1207,404172
1208,404173
1209,417866
1210,456654
1211,125167
1212,125248
1213,125249
1214,125250
1215,125251
1216,125345
1217,125380
1218,125763
1219,125766
1220,128383
1221,128509
1222,129037
1223,129378
1224,129769
1225,129770
1226,129771
1227,129836
1228,129878
1229,130811
1230,130851
1231,130867
1232,130925
1233,130992
1234,130997
1235,130999
1236,306685
1237,306737
1238,306934
1239,306936
1240,306954
1241,331408
1242,331748
1243,333492
1244,335002
1245,342720
1246,359998
1247,361340
1248,363548
1249,365292
1250,365302
1251,371852
1252,371946
1253,371949
1254,372113
1255,372154
1256,372165
1257,372696
1258,373312
1259,376026
1260,376766
1261,376977
1262,376978
1263,383593
1264,387065
1265,388261
1266,388575
1267,392845
1268,392955
1269,393258
1270,395468
1271,397401
1272,403011
1273,403054
1274,403055
1275,403424
1276,406153
1277,406579
1278,406581
1279,409980
1280,413162
1281,414053
1282,416103
1283,419639
1284,424376
1285,424381
1286,426911
1287,426912
1288,435041
1289,440916
1290,441240
1291,441243
1292,441315
1293,441316
1294,452122
1295,452124
1296,453438
1297,453444
1298,453446
1299,453450
1300,453451
1301,453523
1302,453524
1303,453538
1304,453553
1305,453559
1306,453563
1307,455304
1308,464406
1309,129494
1310,129528
1311,129604
1312,129610
1313,129614
1314,129615
1315,129625
1316,129630
1317,129632
1318,129635
1319,129636
1320,129639
1321,129687
1322,129945
1323,129946
1324,129947
1325,129964
1326,129966
1327,129968
1328,129979
1329,129985
1330,129988
1331,129989
1332,129996
1333,131137
1334,131139
1335,364835
1336,373122
1337,377151
1338,381754
1339,381757
1340,383682
1341,384629
1342,385768
1343,407324
1344,424821
1345,424877
1346,424878
1347,459504
1348,463337
1349,463338
1350,465823
1351,465824
1352,465825
1353,465850
1354,466290
1355,466293
1356,132841
1357,133678
1358,133691
1359,133693
1360,133715
1361,133800
1362,134923
1363,134933
1364,134940
1365,134941
1366,135002
1367,135020
1368,135062
1369,309237
1370,309244
1371,328420
1372,339303
1373,339610
1374,339624
1375,339643
1376,339664
1377,342971
1378,343217
1379,343245
1380,343484
1381,343518
1382,343551
1383,343661
1384,343699
1385,371255
1386,371438
1387,377772
1388,377774
1389,381658
1390,381660
1391,382421
1392,382425
1393,382430
1394,392728
1395,392729
1396,396267
1397,397043
1398,397096
1399,400496
1400,400507
1401,400508
1402,400510
1403,400512
1404,400513
1405,400526
1406,400527
1407,400528
1408,400529
1409,400531
1410,400532
1411,400608
1412,400611
1413,400618
1414,400864
1415,404913
1416,404946
1417,406155
1418,406201
1419,406212
1420,406218
1421,416426
1422,419641
1423,423082
1424,435035
1425,436022
1426,437691
1427,440203
1428,448368
1429,448372
1430,448374
1431,448376
1432,448380
1433,448386
1434,448388
1435,448392
1436,448394
1437,460133
1438,460148
1439,460150
1440,460151
1441,460152
1442,460569
1443,460633
1444,463064
1445,463339
1446,463340
1447,463341
1448,463342
1449,463343
1450,463349
1451,463416
1452,137212
1453,222868
1454,222870
1455,222873
1456,338260
1457,338262
1458,343965
1459,343971
1460,344036
1461,344052
1462,344076
1463,344086
1464,344101
1465,344128
1466,344220
1467,365413
1468,372526
1469,372543
1470,381688
1471,381692
1472,382919
1473,388062
1474,388224
1475,388234
1476,388248
1477,388252
1478,390040
1479,399031
1480,400533
1481,400534
1482,400535
1483,400536
1484,400537
1485,406300
1486,413899
1487,417657
1488,419634
1489,419635
1490,419636
1491,419637
1492,430420
1493,446542
1494,463392
1495,463413
1496,463415
1497,463436
1498,138271
1499,138284
1500,138582
1501,138791
1502,138874
1503,138913
1504,138928
1505,139102
1506,139249
1507,139328
1508,201007
1509,201008
1510,201011
1511,201013
1512,201020
1513,201022
1514,308141
1515,309540
1516,336776
1517,337955
1518,338003
1519,339965
1520,343849
1521,343865
1522,343952
1523,343961
1524,344200
1525,344298
1526,344304
1527,359405
1528,365729
1529,377777
1530,377797
1531,384755
1532,384757
1533,384759
1534,384761
1535,384763
1536,384765
1537,384767
1538,388221
1539,397104
1540,400541
1541,400542
1542,400543
1543,406204
1544,406829
1545,407751
1546,407752
1547,412706
1548,412711
1549,419643
1550,419647
1551,420600
1552,420680
1553,420711
1554,422649
1555,422651
1556,422652
1557,422654
1558,426155
1559,426156
1560,426158
1561,426159
1562,426160
1563,435861
1564,448400
1565,448596
1566,450931
1567,450932
1568,450937
1569,450971
1570,450994
1571,460871
1572,463065
1573,463066
1574,463344
1575,463345
1576,463350
1577,463351
1578,463352
1579,463384
1580,463391
1581,463393
1582,463396
1583,463397
1584,463399
1585,463431
1586,463433
1587,463565
1588,464303
1589,303468
1590,303483
1591,303486
1592,303534
1593,307369
1594,328312
1595,328313
1596,335801
1597,335818
1598,335831
1599,335832
1600,336263
1601,336266
1602,336267
1603,336345
1604,336356
1605,336738
1606,336749
1607,336927
1608,336945
1609,337065
1610,337068
1611,338015
1612,338500
1613,338645
1614,338768
1615,338788
1616,338880
1617,338912
1618,339143
1619,339540
1620,339550
1621,339557
1622,339899
1623,341491
1624,341538
1625,341603
1626,341634
1627,341638
1628,341645
1629,341650
1630,341653
1631,341662
1632,341698
1633,341723
1634,344929
1635,344986
1636,364698
1637,365456
1638,366252
1639,367706
1640,384729
1641,384731
1642,384738
1643,384740
1644,386431
1645,390679
1646,390687
1647,390774
1648,390778
1649,390779
1650,390783
1651,390785
1652,395474
1653,395487
1654,400431
1655,409084
1656,430468
1657,430480
1658,460986
1659,463685
1660,148402
1661,148404
1662,148479
1663,336337
1664,336560
1665,336563
1666,336593
1667,336598
1668,338469
1669,339322
1670,342704
1671,342733
1672,342735
1673,342775
1674,342781
1675,375008
1676,375013
1677,375015
1678,375029
1679,384583
1680,384585
1681,385771
1682,388917
1683,388919
1684,397699
1685,397726
1686,397868
1687,404307
1688,404682
1689,404685
1690,405185
1691,460667
1692,460703
1693,463395
1694,463398
1695,463403
1696,463407
1697,463409
1698,149184
1699,201225
1700,201229
1701,369677
1702,378522
1703,149470
1704,149514
1705,149543
1706,149548
1707,149579
1708,149590
1709,201260
1710,333030
1711,363600
1712,364742
1713,373372
1714,384574
1715,405968
1716,460799
1717,150040
1718,150041
1719,150045
1720,150047
1721,150048
1722,151293
1723,151294
1724,151296
1725,151302
1726,151309
1727,151311
1728,151316
1729,151806
1730,151982
1731,151983
1732,151984
1733,151985
1734,151987
1735,151989
1736,151990
1737,151991
1738,151995
1739,151997
1740,151998
1741,151999
1742,152000
1743,152005
1744,152007
1745,152008
1746,152011
1747,152029
1748,152034
1749,152753
1750,152754
1751,152872
1752,153300
1753,153303
1754,153305
1755,153324
1756,153332
1757,153340
1758,153349
1759,153376
1760,153379
1761,153479
1762,201312
1763,201313
1764,201413
1765,201465
1766,201504
1767,201529
1768,302566
1769,302572
1770,303401
1771,304101
1772,305520
1773,307513
1774,307525
1775,307533
1776,308024
1777,308027
1778,308032
1779,308042
1780,308045
1781,308047
1782,328826
1783,328836
1784,335532
1785,337016
1786,337020
1787,339628
1788,340481
1789,340482
1790,340493
1791,340494
1792,340497
1793,340498
1794,340500
1795,341348
1796,341361
1797,341374
1798,341380
1799,343234
1800,343254
1801,384746
1802,384751
1803,386470
1804,386474
1805,386477
1806,386499
1807,390034
1808,401012
1809,406210
1810,413300
1811,413302
1812,413304
1813,416040
1814,418196
1815,418198
1816,418239
1817,421086
1818,425705
1819,425721
1820,425732
1821,425734
1822,425736
1823,425738
1824,435139
1825,435203
1826,458986
1827,459037
1828,153937
1829,153941
1830,153961
1831,154038
1832,154174
1833,154188
1834,154189
1835,154193
1836,154252
1837,154262
1838,154288
1839,154887
1840,154900
1841,154931
1842,201569
1843,201570
1844,201604
1845,201605
1846,335849
1847,376173
1848,376998
1849,377338
1850,377361
1851,383159
1852,387627
1853,407215
1854,456732
1855,456818
1856,456851
1857,456890
1858,155047
1859,155052
1860,155254
1861,155261
1862,155262
1863,155265
1864,155407
1865,155413
1866,155433
1867,155434
1868,155435
1869,155440
1870,155441
1871,155442
1872,155512
1873,155608
1874,201644
1875,201645
1876,303452
1877,304098
1878,305306
1879,307407
1880,307417
1881,308945
1882,308946
1883,328818
1884,328820
1885,328823
1886,333835
1887,333841
1888,333893
1889,333913
1890,334004
1891,337102
1892,337104
1893,364771
1894,364776
1895,366154
1896,369690
1897,390910
1898,401006
1899,413274
1900,416102
1901,422397
1902,425281
1903,425314
1904,435218
1905,437263
1906,452560
1907,459110
1908,459124
1909,459130
1910,459132
1911,459133
1912,459134
1913,463438
1914,155808
1915,155809
1916,155835
1917,156207
1918,156222
1919,156312
1920,156314
1921,156315
1922,156318
1923,156324
1924,156325
1925,156327
1926,156328
1927,156331
1928,156332
1929,156334
1930,156345
1931,156346
1932,156348
1933,156350
1934,156357
1935,156360
1936,156364
1937,156376
1938,156379
1939,156387
1940,156395
1941,156405
1942,156406
1943,156408
1944,156409
1945,156419
1946,156630
1947,156706
1948,156738
1949,156742
1950,156746
1951,156748
1952,156752
1953,156771
1954,201695
1955,201714
1956,302776
1957,303487
1958,303507
1959,303747
1960,307086
1961,307088
1962,335582
1963,335584
1964,336133
1965,336142
1966,337663
1967,339386
1968,340403
1969,340429
1970,343537
1971,364789
1972,364802
1973,364803
1974,364812
1975,364817
1976,366017
1977,366023
1978,367994
1979,367995
1980,369073
1981,369076
1982,395292
1983,404994
1984,405001
1985,405002
1986,405003
1987,405004
1988,405038
1989,423894
1990,424332
1991,424525
1992,424777
1993,425188
1994,425216
1995,425218
1996,425225
1997,426154
1998,452689
1999,459041
2000,341478
2001,393440
2002,393726
2003,396954
2004,396957
2005,396959
2006,396960
2007,400100
2008,405044
2009,405340
2010,406444
2011,409639
2012,410034
2013,413941
2014,418997
2015,420007
2016,420077
2017,421860
2018,434131
2019,439931
2020,440844
2021,440864
2022,446120
2023,446169
2024,446249
2025,446250
2026,446252
2027,447489
2028,447498
2029,447499
2030,447500
2031,447848
2032,455260
2033,456425
2034,456487
2035,456640
2036,456715
2037,456722
2038,456723
2039,456733
2040,307012
2041,307637
2042,307643
2043,307646
2044,307664
2045,307724
2046,307842
2047,307851
2048,307864
2049,307905
2050,307914
2051,307972
2052,308692
2053,336000
2054,336149
2055,339212
2056,364767
2057,372553
2058,381467
2059,381469
2060,381498
2061,390450
2062,391258
2063,391617
2064,393511
2065,394229
2066,394529
2067,397917
2068,404301
2069,406314
2070,414105
2071,414126
2072,419971
2073,419973
2074,420327
2075,420331
2076,421523
2077,421528
2078,421609
2079,423910
2080,424736
2081,425847
2082,425850
2083,435029
2084,443469
2085,446451
2086,446454
2087,446505
2088,446533
2089,446535
2090,447903
2091,449337
2092,449385
2093,449391
2094,450989
2095,453003
2096,453007
2097,458267
2098,458270
2099,458285
2100,458309
2101,459606
2102,463353
2103,463372
2104,463373
2105,463453
2106,464306
2107,464307
2108,464344
2109,464351
2110,465230
2111,465238
2112,465264
2113,465265
2114,167586
2115,167595
2116,168566
2117,168573
2118,168574
2119,168576
2120,168578
2121,168581
2122,168584
2123,168585
2124,168590
2125,168594
2126,168595
2127,168608
2128,168622
2129,168630
2130,168632
2131,168812
2132,168813
2133,168815
2134,168816
2135,168817
2136,168836
2137,168842
2138,168855
2139,168860
2140,168870
2141,168883
2142,169043
2143,169052
2144,169056
2145,169057
2146,169226
2147,169228
2148,169231
2149,169240
2150,169247
2151,169257
2152,169266
2153,169381
2154,203571
2155,203654
2156,203659
2157,203845
2158,203846
2159,203848
2160,203853
2161,203885
2162,203887
2163,303669
2164,306920
2165,307063
2166,328456
2167,329228
2168,329232
2169,334067
2170,334799
2171,336954
2172,336965
2173,336971
2174,336975
2175,336979
2176,336980
2177,336996
2178,336997
2179,336999
2180,337008
2181,337011
2182,338380
2183,339210
2184,339669
2185,339677
2186,339691
2187,340566
2188,340575
2189,343216
2190,364252
2191,364259
2192,364266
2193,364288
2194,364530
2195,364860
2196,365748
2197,368230
2198,382438
2199,397402
2200,409502
2201,413268
2202,413986
2203,414052
2204,417736
2205,417747
2206,417769
2207,417785
2208,417915
2209,417916
2210,422647
2211,424060
2212,424114
2213,424587
2214,425341
2215,425363
2216,425652
2217,426164
2218,426907
2219,440332
2220,459070
2221,459072
2222,459074
2223,459076
2224,459090
2225,459094
2226,459096
2227,459098
2228,459100
2229,169750
2230,170336
2231,170344
2232,170424
2233,170566
2234,171075
2235,171100
2236,171105
2237,171107
2238,171195
2239,171203
2240,171210
2241,171214
2242,171216
2243,171223
2244,171231
2245,171241
2246,171256
2247,171291
2248,171640
2249,171644
2250,172186
2251,172970
2252,172976
2253,172984
2254,173084
2255,203977
2256,303454
2257,303509
2258,337005
2259,344402
2260,344410
2261,344417
2262,344425
2263,365461
2264,366223
2265,367607
2266,372584
2267,390275
2268,390295
2269,391615
2270,391624
2271,391632
2272,391633
2273,397114
2274,409077
2275,418122
2276,421081
2277,430221
2278,430244
2279,173243
2280,173490
2281,173658
2282,174701
2283,174729
2284,364636
2285,381681
2286,387619
2287,393634
2288,416442
2289,417993
2290,421789
2291,421823
2292,426885
2293,426887
2294,440616
2295,441488
2296,452060
2297,455294
2298,456876
2299,460212
2300,175237
2301,175264
2302,175265
2303,175376
2304,175395
2305,175405
2306,175564
2307,175577
2308,175583
2309,175586
2310,175588
2311,175628
2312,175701
2313,175716
2314,175723
2315,175918
2316,176047
2317,176137
2318,204181
2319,204189
2320,335677
2321,342773
2322,362070
2323,375804
2324,377382
2325,383784
2326,387544
2327,387569
2328,387571
2329,388276
2330,390003
2331,397129
2332,398814
2333,398815
2334,403000
2335,403002
2336,405941
2337,406460
2338,406563
2339,417991
2340,424487
2341,440088
2342,441116
2343,441339
2344,441348
2345,441351
2346,441461
2347,452096
2348,455161
2349,456395
2350,176765
2351,176766
2352,176796
2353,176998
2354,176999
2355,177000
2356,177013
2357,177015
2358,177016
2359,177018
2360,177021
2361,177022
2362,177033
2363,177040
2364,177109
2365,177111
2366,177126
2367,177128
2368,177142
2369,177174
2370,204275
2371,204278
2372,302613
2373,303450
2374,308101
2375,308103
2376,308105
2377,328241
2378,328448
2379,328451
2380,334155
2381,336423
2382,336465
2383,337088
2384,337753
2385,338001
2386,338076
2387,344464
2388,364706
2389,364711
2390,364717
2391,364737
2392,365744
2393,367012
2394,391594
2395,421074
2396,425853
2397,425854
2398,446557
2399,452559
2400,459043
2401,459045
2402,459047
2403,459049
2404,459052
2405,459056
2406,459107
2407,460487
2408,177957
2409,178073
2410,178093
2411,371864
2412,433223
2413,182269
2414,334287
2415,334299
2416,339049
2417,339057
2418,339058
2419,339067
2420,339069
2421,339072
2422,339077
2423,339081
2424,339092
2425,339097
2426,339784
2427,339877
2428,340626
2429,375433
2430,375435
2431,388278
2432,388279
2433,388281
2434,389376
2435,395263
2436,396738
2437,397406
2438,405102
2439,405108
2440,413463
2441,445476
2442,451645
2443,407235
2444,418452
2445,183477
2446,183482
2447,183498
2448,393996
2449,308753
2450,308756
2451,308758
2452,329253
2453,329256
2454,329260
2455,329266
2456,329271
2457,329276
2458,329578
2459,329581
2460,329585
2461,334353
2462,334360
2463,360459
2464,360474
2465,336380
2466,374949
2467,386508
2468,386511
2469,388356
2470,388391
2471,388400
2472,389095
2473,389096
2474,389097
2475,389098
2476,389100
2477,389135
2478,389262
2479,389263
2480,389267
2481,389270
2482,396250
2483,418906
2484,418932
2485,418940
2486,418998
2487,418999
2488,419216
2489,421272
2490,421377
2491,421421
2492,421654
2493,431931
2494,437858
